symbol,subject_group,horizon,n,mean_return,median_return,std_return,mean_volume_ratio,median_volume_ratio,mean_range,median_range
RELIANCE,credit_ratings,session_close,17,0.0020486179726865628,0.00023185717597962174,0.007296603882144613,0.8102890722516368,0.763952428572436,0.013740873329685413,0.012983606557376959
RELIANCE,credit_ratings,d1,17,-0.0012059760033486294,0.00018895257290418854,0.011093876379424562,,,,
RELIANCE,credit_ratings,d5,17,0.0018653143709933344,0.0009017519752660963,0.02272048391672798,,,,
RELIANCE,credit_ratings,d10,17,0.0009062906892393282,0.01222662304115718,0.04317905544415112,,,,
RELIANCE,credit_ratings,d20,17,0.008814184173280067,0.026691923540554496,0.06318662958703973,,,,
RELIANCE,financial_results,5m,23,0.001331777585628693,0.0027561496589265655,0.004934217831474388,4.669365279930042,3.097888062686818,0.018987449672468026,0.019046954580339115
RELIANCE,financial_results,30m,23,-0.0012242526443229096,-0.0013836042891732792,0.0046685716944811035,3.5604422850332784,2.811687478041045,0.019727307581582882,0.019046954580339115
RELIANCE,financial_results,60m,23,-0.0006021432318195171,0.00020754064337591416,0.0075021911834227215,3.05796035072798,2.3385340737260996,0.021109076501383436,0.022465638735784665
RELIANCE,financial_results,session_close,23,-0.0035385113443775146,-0.010017513134851108,0.014251997280024705,1.7872633213477622,1.9730236183527639,0.029083256193107577,0.026072618597780872
RELIANCE,financial_results,d1,23,-0.00963479561369519,-0.01980198019801982,0.023847732823933432,,,,
RELIANCE,financial_results,d5,23,-0.001052416796882558,-0.010796221322537103,0.038901543428220685,,,,
RELIANCE,financial_results,d10,23,-0.005411729329654319,-0.01600822440887062,0.03251389226647164,,,,
RELIANCE,financial_results,d20,23,0.00445706074888572,-0.014191419141914241,0.04697397943977553,,,,
RELIANCE,investor_communication,5m,107,0.0005475581396306331,0.0007177605869685966,0.003373349927695634,2.27433932419476,1.0797990526125243,0.010407131964678403,0.007798582795613962
RELIANCE,investor_communication,30m,107,-0.00012066064116288068,0.0,0.004764413842058393,1.9513864579918123,1.1895297241889493,0.01223527604992939,0.010170648464163934
RELIANCE,investor_communication,60m,107,1.2511315514028293e-05,0.00020754064337591416,0.006466285422489968,1.7767297588303628,1.204790791401337,0.013696383698787912,0.011191460055096414
RELIANCE,investor_communication,session_close,107,-0.0006801663448821526,-0.0014471780028944004,0.01223851166234922,1.3074451470797452,1.0489831374492917,0.019988740109859817,0.016039146391191972
RELIANCE,investor_communication,d1,107,-0.002184782386837379,-0.002392517943884509,0.019645772513683255,,,,
RELIANCE,investor_communication,d5,106,0.0012401036004667642,0.0027062706270626347,0.034381964987024914,,,,
RELIANCE,investor_communication,d10,105,0.0022481986077911077,0.013100094132412865,0.03519019844156561,,,,
RELIANCE,investor_communication,d20,105,0.0062972990296454884,0.004386265506133968,0.04881286572787294,,,,
RELIANCE,regulatory_compliance,5m,20,-0.0002794711842796893,1.7084671632638937e-05,0.0034806350987117824,3.1291258293321955,1.386193729943984,0.0072314585583326705,0.004562170732566595
RELIANCE,regulatory_compliance,30m,19,-0.0014479448601256017,-0.001203188449390824,0.005474185742691241,2.1070477896086977,1.2882719053681648,0.010299323601729856,0.009944603884402436
RELIANCE,regulatory_compliance,60m,17,-0.002876897539435737,-0.00231833659349423,0.0057236892021726455,1.9127270418624909,1.4090012770590545,0.011774918056666457,0.01090721497531133
RELIANCE,regulatory_compliance,session_close,20,-0.005691675597949741,-0.0031265001481688426,0.013296769588170393,1.4449902187117463,1.1737946137670558,0.018831430842367613,0.014731127424451262
RELIANCE,regulatory_compliance,d1,20,-0.010278495995569199,-0.009382333006255794,0.012068972895312096,,,,
RELIANCE,regulatory_compliance,d5,19,-0.011497872049246537,-0.00536115337245513,0.02962672731677494,,,,
RELIANCE,regulatory_compliance,d10,19,-0.0032842329654412424,0.007682237839327533,0.03311711110924172,,,,
RELIANCE,regulatory_compliance,d20,19,0.0031636818357662134,0.00345322757111588,0.045145495731531156,,,,
RELIANCE,strategic_transactions,5m,46,0.00016013944186806263,0.0004601958215718627,0.0026997326774533662,1.8412833282247252,1.1191922404197805,0.007010247416087853,0.005844108139331894
