symbol,subject_group,horizon,independent_event_count,analysis_status,n,mean_return,median_return,standard_error,ci95_lower,ci95_upper
RVNL,corporate_actions,d1,11,inferential,11,0.021516539701624135,0.0108383806184253,0.01498095023585596,-0.007846122760653544,0.050879202163901814
RVNL,corporate_actions,d5,11,inferential,11,0.05922695504922839,0.0177777777777776,0.03628867176404965,-0.011898841608308931,0.13035275170676572
RVNL,corporate_actions,d10,11,inferential,11,0.0938862354716977,0.0222222222222221,0.05475817406761344,-0.013439785700824658,0.20121225664422004
RVNL,corporate_actions,d20,11,inferential,10,0.05928691244986024,-0.06174256040698535,0.06510415802425182,-0.06831723727767332,0.18689106217739382
RVNL,credit_ratings,5m,4,descriptive_only,4,0.0001797546953711249,0.00420603345553045,0.004781091782382021,-0.009191185198097637,0.009550694588839885
RVNL,credit_ratings,30m,4,descriptive_only,4,0.0113180909404544,0.008794261190071751,0.012570854337886149,-0.013320783561802453,0.03595696544271125
RVNL,credit_ratings,60m,4,descriptive_only,4,0.013673066871375775,0.011587134325402749,0.018060223163025628,-0.021724970528154454,0.049071104270906
RVNL,credit_ratings,session_close,4,descriptive_only,4,0.012707651508831274,0.01740006641619505,0.01665402253792028,-0.01993423266549247,0.04534953568315502
RVNL,credit_ratings,d1,4,descriptive_only,4,-9.111001455950002e-05,0.0061799618432447,0.01981014287260598,-0.038918990044867215,0.03873677001574822
RVNL,credit_ratings,d5,4,descriptive_only,4,-0.008914570058157,-0.0128398132532867,0.025188205161401432,-0.0582834521745038,0.040454312058189806
RVNL,credit_ratings,d10,4,descriptive_only,4,-0.021615864740370028,-0.028250975080904,0.044054934544792465,-0.10796353644816326,0.0647318069674232
RVNL,credit_ratings,d20,4,descriptive_only,4,0.04204198163747755,0.0363034829434095,0.04707914083229828,-0.05023313439382707,0.13431709766878216
RVNL,financial_results,5m,24,inferential,23,0.0008512232115641695,-0.001109139307897,0.003208072893277372,-0.005436599659259479,0.007139046082387818
RVNL,financial_results,30m,24,inferential,21,0.0025961996834675005,0.000318775900542,0.005028567789032143,-0.0072597931830355004,0.0124521925499705
RVNL,financial_results,60m,24,inferential,19,-0.002387223773507605,-0.0007303712720633,0.0033238560822134848,-0.008901981694646035,0.004127534147630825
RVNL,financial_results,session_close,24,inferential,24,-0.008175840141372322,-0.010446343779677,0.0028656710992630316,-0.013792555495927863,-0.0025591247868167804
RVNL,financial_results,d1,24,inferential,24,-0.01731878112294456,-0.0184965966262208,0.01147193811842708,-0.039803779835061635,0.005166217589172517
RVNL,financial_results,d5,24,inferential,24,0.01902785056273486,0.01681713279463275,0.017916238125293495,-0.016087976162840387,0.05414367728831011
RVNL,financial_results,d10,24,inferential,22,0.016568032714627853,-0.00599404192376635,0.024865350657232842,-0.032168054573548516,0.06530412000280422
RVNL,financial_results,d20,24,inferential,22,0.01807767623424611,0.0181898846495118,0.02517395627144853,-0.03126327805779301,0.06741863052628523
RVNL,investor_communication,5m,51,inferential,51,0.0008277536039826705,0.0001375894331314,0.0014187220449010524,-0.0019529416040233922,0.003608448811988733
